"global_step","honest-sweep-20 - _step","honest-sweep-20 - _step__MIN","honest-sweep-20 - _step__MAX","honest-sweep-20 - rewards/step","honest-sweep-20 - rewards/step__MIN","honest-sweep-20 - rewards/step__MAX","upbeat-sweep-19 - _step","upbeat-sweep-19 - _step__MIN","upbeat-sweep-19 - _step__MAX","upbeat-sweep-19 - rewards/step","upbeat-sweep-19 - rewards/step__MIN","upbeat-sweep-19 - rewards/step__MAX","easy-sweep-13 - _step","easy-sweep-13 - _step__MIN","easy-sweep-13 - _step__MAX","easy-sweep-13 - rewards/step","easy-sweep-13 - rewards/step__MIN","easy-sweep-13 - rewards/step__MAX","helpful-sweep-9 - _step","helpful-sweep-9 - _step__MIN","helpful-sweep-9 - _step__MAX","helpful-sweep-9 - rewards/step","helpful-sweep-9 - rewards/step__MIN","helpful-sweep-9 - rewards/step__MAX","serene-sweep-7 - _step","serene-sweep-7 - _step__MIN","serene-sweep-7 - _step__MAX","serene-sweep-7 - rewards/step","serene-sweep-7 - rewards/step__MIN","serene-sweep-7 - rewards/step__MAX"
"62177280","760","760","760","4369.67138671875","4369.67138671875","4369.67138671875","760","760","760","4369.42822265625","4369.42822265625","4369.42822265625","760","760","760","4459.2890625","4459.2890625","4459.2890625","760","760","760","4600.9765625","4600.9765625","4600.9765625","760","760","760","4546.72265625","4546.72265625","4546.72265625"
"62423040","763","763","763","4365.45947265625","4365.45947265625","4365.45947265625","763","763","763","4382.48388671875","4382.48388671875","4382.48388671875","763","763","763","4421.3310546875","4421.3310546875","4421.3310546875","763","763","763","4599.29052734375","4599.29052734375","4599.29052734375","763","763","763","4543.2548828125","4543.2548828125","4543.2548828125"
"62668800","766","766","766","4358.81298828125","4358.81298828125","4358.81298828125","766","766","766","4356.783203125","4356.783203125","4356.783203125","766","766","766","4395.93017578125","4395.93017578125","4395.93017578125","766","766","766","4618.17529296875","4618.17529296875","4618.17529296875","766","766","766","4518.76904296875","4518.76904296875","4518.76904296875"
"62914560","769","769","769","4377.7529296875","4377.7529296875","4377.7529296875","769","769","769","4335.81640625","4335.81640625","4335.81640625","769","769","769","4390.13916015625","4390.13916015625","4390.13916015625","769","769","769","4619.09765625","4619.09765625","4619.09765625","769","769","769","4541.03662109375","4541.03662109375","4541.03662109375"
"63160320","772","772","772","4315.46875","4315.46875","4315.46875","772","772","772","4301.3017578125","4301.3017578125","4301.3017578125","772","772","772","4438.55224609375","4438.55224609375","4438.55224609375","772","772","772","4615.17333984375","4615.17333984375","4615.17333984375","772","772","772","4539.31103515625","4539.31103515625","4539.31103515625"
"63406080","775","775","775","4346.89599609375","4346.89599609375","4346.89599609375","775","775","775","4360.322265625","4360.322265625","4360.322265625","775","775","775","4450.7041015625","4450.7041015625","4450.7041015625","775","775","775","4604.0244140625","4604.0244140625","4604.0244140625","775","775","775","4537.28515625","4537.28515625","4537.28515625"
"63651840","778","778","778","4370.4755859375","4370.4755859375","4370.4755859375","778","778","778","4352.42041015625","4352.42041015625","4352.42041015625","778","778","778","4404.42138671875","4404.42138671875","4404.42138671875","778","778","778","4546.80810546875","4546.80810546875","4546.80810546875","778","778","778","4501.54736328125","4501.54736328125","4501.54736328125"
"63897600","781","781","781","4380.0634765625","4380.0634765625","4380.0634765625","781","781","781","4362.8271484375","4362.8271484375","4362.8271484375","781","781","781","4423.37109375","4423.37109375","4423.37109375","781","781","781","4608.14404296875","4608.14404296875","4608.14404296875","781","781","781","4521.119140625","4521.119140625","4521.119140625"
"64143360","784","784","784","4376.56689453125","4376.56689453125","4376.56689453125","784","784","784","4365.70361328125","4365.70361328125","4365.70361328125","784","784","784","4453.79052734375","4453.79052734375","4453.79052734375","784","784","784","4578.9013671875","4578.9013671875","4578.9013671875","784","784","784","4545.9501953125","4545.9501953125","4545.9501953125"
"64389120","787","787","787","4392.50732421875","4392.50732421875","4392.50732421875","787","787","787","4378.9775390625","4378.9775390625","4378.9775390625","787","787","787","4460.6513671875","4460.6513671875","4460.6513671875","787","787","787","4598.51806640625","4598.51806640625","4598.51806640625","787","787","787","4552.45166015625","4552.45166015625","4552.45166015625"
"64634880","790","790","790","4395.501953125","4395.501953125","4395.501953125","790","790","790","4379.7421875","4379.7421875","4379.7421875","790","790","790","4448.19384765625","4448.19384765625","4448.19384765625","790","790","790","4620.72607421875","4620.72607421875","4620.72607421875","790","790","790","4556.2978515625","4556.2978515625","4556.2978515625"
"64880640","793","793","793","4401.1181640625","4401.1181640625","4401.1181640625","793","793","793","4377.56787109375","4377.56787109375","4377.56787109375","793","793","793","4446.43701171875","4446.43701171875","4446.43701171875","793","793","793","4626.04345703125","4626.04345703125","4626.04345703125","793","793","793","4551.548828125","4551.548828125","4551.548828125"
"65126400","796","796","796","4402.3251953125","4402.3251953125","4402.3251953125","796","796","796","4378.44970703125","4378.44970703125","4378.44970703125","796","796","796","4460.3984375","4460.3984375","4460.3984375","796","796","796","4596.84033203125","4596.84033203125","4596.84033203125","796","796","796","4554.97900390625","4554.97900390625","4554.97900390625"
"65372160","799","799","799","4392.8291015625","4392.8291015625","4392.8291015625","799","799","799","4372.4697265625","4372.4697265625","4372.4697265625","799","799","799","4466.3857421875","4466.3857421875","4466.3857421875","799","799","799","4620.74267578125","4620.74267578125","4620.74267578125","799","799","799","4529.42138671875","4529.42138671875","4529.42138671875"
"65617920","802","802","802","4405.734375","4405.734375","4405.734375","802","802","802","4384.63525390625","4384.63525390625","4384.63525390625","802","802","802","4469.17578125","4469.17578125","4469.17578125","802","802","802","4629.87548828125","4629.87548828125","4629.87548828125","802","802","802","4563.20849609375","4563.20849609375","4563.20849609375"
"65863680","805","805","805","4404.2509765625","4404.2509765625","4404.2509765625","805","805","805","4383.2275390625","4383.2275390625","4383.2275390625","805","805","805","4465.0732421875","4465.0732421875","4465.0732421875","805","805","805","4632.1962890625","4632.1962890625","4632.1962890625","805","805","805","4559.05419921875","4559.05419921875","4559.05419921875"
"66109440","808","808","808","4401.01611328125","4401.01611328125","4401.01611328125","808","808","808","4388.27001953125","4388.27001953125","4388.27001953125","808","808","808","4459.677734375","4459.677734375","4459.677734375","808","808","808","4635.80859375","4635.80859375","4635.80859375","808","808","808","4586.15625","4586.15625","4586.15625"
"66355200","811","811","811","4355.4365234375","4355.4365234375","4355.4365234375","811","811","811","4392.73193359375","4392.73193359375","4392.73193359375","811","811","811","4454.37451171875","4454.37451171875","4454.37451171875","811","811","811","4636.12158203125","4636.12158203125","4636.12158203125","811","811","811","4593.1044921875","4593.1044921875","4593.1044921875"
"66600960","814","814","814","4373.77392578125","4373.77392578125","4373.77392578125","814","814","814","4392.9072265625","4392.9072265625","4392.9072265625","814","814","814","4446.76123046875","4446.76123046875","4446.76123046875","814","814","814","4638.47216796875","4638.47216796875","4638.47216796875","814","814","814","4593.1328125","4593.1328125","4593.1328125"
"66846720","817","817","817","4377.81787109375","4377.81787109375","4377.81787109375","817","817","817","4395.4755859375","4395.4755859375","4395.4755859375","817","817","817","4444.92431640625","4444.92431640625","4444.92431640625","817","817","817","4631.46533203125","4631.46533203125","4631.46533203125","817","817","817","4591.22509765625","4591.22509765625","4591.22509765625"
"67092480","820","820","820","4344.15380859375","4344.15380859375","4344.15380859375","820","820","820","4387.97314453125","4387.97314453125","4387.97314453125","820","820","820","4437.46533203125","4437.46533203125","4437.46533203125","820","820","820","4628.44482421875","4628.44482421875","4628.44482421875","820","820","820","4591.92822265625","4591.92822265625","4591.92822265625"
"67338240","823","823","823","4369.150390625","4369.150390625","4369.150390625","823","823","823","4391.625","4391.625","4391.625","823","823","823","4437.78759765625","4437.78759765625","4437.78759765625","823","823","823","4629.33349609375","4629.33349609375","4629.33349609375","823","823","823","4563.47802734375","4563.47802734375","4563.47802734375"
"67584000","826","826","826","4383.57373046875","4383.57373046875","4383.57373046875","826","826","826","4399.45361328125","4399.45361328125","4399.45361328125","826","826","826","4439.64111328125","4439.64111328125","4439.64111328125","826","826","826","4627.4130859375","4627.4130859375","4627.4130859375","826","826","826","4598.5224609375","4598.5224609375","4598.5224609375"
"67829760","829","829","829","4383.41015625","4383.41015625","4383.41015625","829","829","829","4398.13037109375","4398.13037109375","4398.13037109375","829","829","829","4440.2041015625","4440.2041015625","4440.2041015625","829","829","829","4622.90380859375","4622.90380859375","4622.90380859375","829","829","829","4604.1103515625","4604.1103515625","4604.1103515625"
"68075520","832","832","832","4375.22021484375","4375.22021484375","4375.22021484375","832","832","832","4396.03125","4396.03125","4396.03125","832","832","832","4430.7197265625","4430.7197265625","4430.7197265625","832","832","832","4622.49365234375","4622.49365234375","4622.49365234375","832","832","832","4600.31640625","4600.31640625","4600.31640625"
"68321280","835","835","835","4348.4306640625","4348.4306640625","4348.4306640625","835","835","835","4398.7353515625","4398.7353515625","4398.7353515625","835","835","835","4423.85302734375","4423.85302734375","4423.85302734375","835","835","835","4619.97265625","4619.97265625","4619.97265625","835","835","835","4569.9755859375","4569.9755859375","4569.9755859375"
"68567040","838","838","838","4363.705078125","4363.705078125","4363.705078125","838","838","838","4407.26025390625","4407.26025390625","4407.26025390625","838","838","838","4405.9970703125","4405.9970703125","4405.9970703125","838","838","838","4547.2353515625","4547.2353515625","4547.2353515625","838","838","838","4575.9072265625","4575.9072265625","4575.9072265625"
"68812800","841","841","841","4350.76318359375","4350.76318359375","4350.76318359375","841","841","841","4411.24169921875","4411.24169921875","4411.24169921875","841","841","841","4394.27783203125","4394.27783203125","4394.27783203125","841","841","841","4489.837890625","4489.837890625","4489.837890625","841","841","841","4553.91357421875","4553.91357421875","4553.91357421875"
"69058560","844","844","844","4334.78955078125","4334.78955078125","4334.78955078125","844","844","844","4414.09423828125","4414.09423828125","4414.09423828125","844","844","844","4404.51806640625","4404.51806640625","4404.51806640625","844","844","844","4508.14892578125","4508.14892578125","4508.14892578125","844","844","844","4594.94921875","4594.94921875","4594.94921875"
"69304320","847","847","847","4307.57763671875","4307.57763671875","4307.57763671875","847","847","847","4418.92822265625","4418.92822265625","4418.92822265625","847","847","847","4408.64501953125","4408.64501953125","4408.64501953125","847","847","847","4612.7373046875","4612.7373046875","4612.7373046875","847","847","847","4591.59912109375","4591.59912109375","4591.59912109375"
"69550080","850","850","850","4272.26318359375","4272.26318359375","4272.26318359375","850","850","850","4426.06591796875","4426.06591796875","4426.06591796875","850","850","850","4415.302734375","4415.302734375","4415.302734375","850","850","850","4635.33984375","4635.33984375","4635.33984375","850","850","850","4556.49267578125","4556.49267578125","4556.49267578125"
"69795840","853","853","853","4258.47412109375","4258.47412109375","4258.47412109375","853","853","853","4426.35791015625","4426.35791015625","4426.35791015625","853","853","853","4427.37451171875","4427.37451171875","4427.37451171875","853","853","853","4652.69873046875","4652.69873046875","4652.69873046875","853","853","853","4552.482421875","4552.482421875","4552.482421875"
"70041600","856","856","856","4258.90380859375","4258.90380859375","4258.90380859375","856","856","856","4428.38818359375","4428.38818359375","4428.38818359375","856","856","856","4431.13134765625","4431.13134765625","4431.13134765625","856","856","856","4627.50341796875","4627.50341796875","4627.50341796875","856","856","856","4585.2021484375","4585.2021484375","4585.2021484375"
"70287360","859","859","859","4274.20166015625","4274.20166015625","4274.20166015625","859","859","859","4431.072265625","4431.072265625","4431.072265625","859","859","859","4441.1474609375","4441.1474609375","4441.1474609375","859","859","859","4650.40966796875","4650.40966796875","4650.40966796875","859","859","859","4600.1650390625","4600.1650390625","4600.1650390625"
"70533120","862","862","862","4259.44677734375","4259.44677734375","4259.44677734375","862","862","862","4432.2373046875","4432.2373046875","4432.2373046875","862","862","862","4444.25048828125","4444.25048828125","4444.25048828125","862","862","862","4656.70849609375","4656.70849609375","4656.70849609375","862","862","862","4604.2265625","4604.2265625","4604.2265625"
"70778880","865","865","865","4271.34814453125","4271.34814453125","4271.34814453125","865","865","865","4411.4921875","4411.4921875","4411.4921875","865","865","865","4447.2734375","4447.2734375","4447.2734375","865","865","865","4655.81884765625","4655.81884765625","4655.81884765625","865","865","865","4603.43603515625","4603.43603515625","4603.43603515625"
"71024640","868","868","868","4268.4794921875","4268.4794921875","4268.4794921875","868","868","868","4429.8603515625","4429.8603515625","4429.8603515625","868","868","868","4455.888671875","4455.888671875","4455.888671875","868","868","868","4646.15966796875","4646.15966796875","4646.15966796875","868","868","868","4602.63623046875","4602.63623046875","4602.63623046875"
"71270400","871","871","871","4258.60107421875","4258.60107421875","4258.60107421875","871","871","871","4410.1337890625","4410.1337890625","4410.1337890625","871","871","871","4461.22119140625","4461.22119140625","4461.22119140625","871","871","871","4610.22314453125","4610.22314453125","4610.22314453125","871","871","871","4563.982421875","4563.982421875","4563.982421875"
"71516160","874","874","874","4253.60400390625","4253.60400390625","4253.60400390625","874","874","874","4430.994140625","4430.994140625","4430.994140625","874","874","874","4459.43212890625","4459.43212890625","4459.43212890625","874","874","874","4649.61669921875","4649.61669921875","4649.61669921875","874","874","874","4597.4140625","4597.4140625","4597.4140625"
"71761920","877","877","877","4223.8837890625","4223.8837890625","4223.8837890625","877","877","877","4426.28466796875","4426.28466796875","4426.28466796875","877","877","877","4458.18701171875","4458.18701171875","4458.18701171875","877","877","877","4651.85888671875","4651.85888671875","4651.85888671875","877","877","877","4592.27978515625","4592.27978515625","4592.27978515625"
"72007680","880","880","880","4226.396484375","4226.396484375","4226.396484375","880","880","880","4423.40966796875","4423.40966796875","4423.40966796875","880","880","880","4451.07666015625","4451.07666015625","4451.07666015625","880","880","880","4650.58349609375","4650.58349609375","4650.58349609375","880","880","880","4541.38623046875","4541.38623046875","4541.38623046875"
"72253440","883","883","883","4259.84716796875","4259.84716796875","4259.84716796875","883","883","883","4418.96533203125","4418.96533203125","4418.96533203125","883","883","883","4439.345703125","4439.345703125","4439.345703125","883","883","883","4652.19091796875","4652.19091796875","4652.19091796875","883","883","883","4538.7431640625","4538.7431640625","4538.7431640625"
"72499200","886","886","886","4274.7919921875","4274.7919921875","4274.7919921875","886","886","886","4418.21435546875","4418.21435546875","4418.21435546875","886","886","886","4429.56884765625","4429.56884765625","4429.56884765625","886","886","886","4648.916015625","4648.916015625","4648.916015625","886","886","886","4549.13037109375","4549.13037109375","4549.13037109375"
"72744960","889","889","889","4287.30322265625","4287.30322265625","4287.30322265625","889","889","889","4417.35791015625","4417.35791015625","4417.35791015625","889","889","889","4420.06396484375","4420.06396484375","4420.06396484375","889","889","889","4637.802734375","4637.802734375","4637.802734375","889","889","889","4596.75244140625","4596.75244140625","4596.75244140625"
"72990720","892","892","892","4285.74560546875","4285.74560546875","4285.74560546875","892","892","892","4426.24755859375","4426.24755859375","4426.24755859375","892","892","892","4423.5009765625","4423.5009765625","4423.5009765625","892","892","892","4518.7314453125","4518.7314453125","4518.7314453125","892","892","892","4590.03466796875","4590.03466796875","4590.03466796875"
"73236480","895","895","895","4288.3291015625","4288.3291015625","4288.3291015625","895","895","895","4429.408203125","4429.408203125","4429.408203125","895","895","895","4427.7490234375","4427.7490234375","4427.7490234375","895","895","895","4480.2724609375","4480.2724609375","4480.2724609375","895","895","895","4570.5830078125","4570.5830078125","4570.5830078125"
"73482240","898","898","898","4293.88037109375","4293.88037109375","4293.88037109375","898","898","898","4430.15673828125","4430.15673828125","4430.15673828125","898","898","898","4424.85986328125","4424.85986328125","4424.85986328125","898","898","898","4509.97900390625","4509.97900390625","4509.97900390625","898","898","898","4603.9267578125","4603.9267578125","4603.9267578125"
"73728000","901","901","901","4303.2666015625","4303.2666015625","4303.2666015625","901","901","901","4429.8466796875","4429.8466796875","4429.8466796875","901","901","901","4400.03857421875","4400.03857421875","4400.03857421875","901","901","901","4537.44580078125","4537.44580078125","4537.44580078125","901","901","901","4611.40625","4611.40625","4611.40625"
"73973760","904","904","904","4312.6796875","4312.6796875","4312.6796875","904","904","904","4427.27001953125","4427.27001953125","4427.27001953125","904","904","904","4411.39990234375","4411.39990234375","4411.39990234375","904","904","904","4465.94873046875","4465.94873046875","4465.94873046875","904","904","904","4605.76416015625","4605.76416015625","4605.76416015625"
"74219520","907","907","907","4320.64306640625","4320.64306640625","4320.64306640625","907","907","907","4431.64697265625","4431.64697265625","4431.64697265625","907","907","907","4411.25439453125","4411.25439453125","4411.25439453125","907","907","907","4473.369140625","4473.369140625","4473.369140625","907","907","907","4619.56201171875","4619.56201171875","4619.56201171875"
"74465280","910","910","910","4317.62060546875","4317.62060546875","4317.62060546875","910","910","910","4438.80810546875","4438.80810546875","4438.80810546875","910","910","910","4413.771484375","4413.771484375","4413.771484375","910","910","910","4453.22705078125","4453.22705078125","4453.22705078125","910","910","910","4619.57373046875","4619.57373046875","4619.57373046875"
"74711040","913","913","913","4304.69873046875","4304.69873046875","4304.69873046875","913","913","913","4448.3447265625","4448.3447265625","4448.3447265625","913","913","913","4414.158203125","4414.158203125","4414.158203125","913","913","913","4473.8251953125","4473.8251953125","4473.8251953125","913","913","913","4627.54296875","4627.54296875","4627.54296875"
"74956800","916","916","916","4290.21240234375","4290.21240234375","4290.21240234375","916","916","916","4452.79443359375","4452.79443359375","4452.79443359375","916","916","916","4423.5830078125","4423.5830078125","4423.5830078125","916","916","916","4150.15966796875","4150.15966796875","4150.15966796875","916","916","916","4624.7060546875","4624.7060546875","4624.7060546875"
"75202560","919","919","919","4276.63330078125","4276.63330078125","4276.63330078125","919","919","919","4451.80078125","4451.80078125","4451.80078125","919","919","919","4432.64013671875","4432.64013671875","4432.64013671875","919","919","919","4459.96484375","4459.96484375","4459.96484375","919","919","919","4625.0283203125","4625.0283203125","4625.0283203125"
"75448320","922","922","922","4275.33154296875","4275.33154296875","4275.33154296875","922","922","922","4454.21142578125","4454.21142578125","4454.21142578125","922","922","922","4439.72265625","4439.72265625","4439.72265625","922","922","922","4361.30029296875","4361.30029296875","4361.30029296875","922","922","922","4623.158203125","4623.158203125","4623.158203125"
"75694080","925","925","925","4249.482421875","4249.482421875","4249.482421875","925","925","925","4461.5107421875","4461.5107421875","4461.5107421875","925","925","925","4452.73876953125","4452.73876953125","4452.73876953125","925","925","925","4519.66015625","4519.66015625","4519.66015625","925","925","925","4620.1279296875","4620.1279296875","4620.1279296875"
"75939840","928","928","928","4253.7998046875","4253.7998046875","4253.7998046875","928","928","928","4462.73876953125","4462.73876953125","4462.73876953125","928","928","928","4454.6279296875","4454.6279296875","4454.6279296875","928","928","928","4542.82275390625","4542.82275390625","4542.82275390625","928","928","928","4621.1787109375","4621.1787109375","4621.1787109375"
"76185600","931","931","931","4288.05419921875","4288.05419921875","4288.05419921875","931","931","931","4472.32373046875","4472.32373046875","4472.32373046875","931","931","931","4457.09619140625","4457.09619140625","4457.09619140625","931","931","931","4652.02880859375","4652.02880859375","4652.02880859375","931","931","931","4615.8291015625","4615.8291015625","4615.8291015625"
"76431360","934","934","934","4305.03271484375","4305.03271484375","4305.03271484375","934","934","934","4474.86474609375","4474.86474609375","4474.86474609375","934","934","934","4458.78271484375","4458.78271484375","4458.78271484375","934","934","934","4618.0908203125","4618.0908203125","4618.0908203125","934","934","934","4620.546875","4620.546875","4620.546875"
"76677120","937","937","937","4285.7568359375","4285.7568359375","4285.7568359375","937","937","937","4485.7861328125","4485.7861328125","4485.7861328125","937","937","937","4451.986328125","4451.986328125","4451.986328125","937","937","937","4631.77294921875","4631.77294921875","4631.77294921875","937","937","937","4602.3623046875","4602.3623046875","4602.3623046875"
"76922880","940","940","940","4256.35107421875","4256.35107421875","4256.35107421875","940","940","940","4488.59375","4488.59375","4488.59375","940","940","940","4463.94189453125","4463.94189453125","4463.94189453125","940","940","940","4654.32373046875","4654.32373046875","4654.32373046875","940","940","940","4625.21484375","4625.21484375","4625.21484375"
"77168640","943","943","943","4283.81298828125","4283.81298828125","4283.81298828125","943","943","943","4494.62890625","4494.62890625","4494.62890625","943","943","943","4467.28955078125","4467.28955078125","4467.28955078125","943","943","943","4670.564453125","4670.564453125","4670.564453125","943","943","943","4631.080078125","4631.080078125","4631.080078125"
"77414400","946","946","946","4317.37255859375","4317.37255859375","4317.37255859375","946","946","946","4494.58349609375","4494.58349609375","4494.58349609375","946","946","946","4479.9775390625","4479.9775390625","4479.9775390625","946","946","946","4674.36328125","4674.36328125","4674.36328125","946","946","946","4634.1748046875","4634.1748046875","4634.1748046875"
"77660160","949","949","949","4318.60693359375","4318.60693359375","4318.60693359375","949","949","949","4492.951171875","4492.951171875","4492.951171875","949","949","949","4477.65625","4477.65625","4477.65625","949","949","949","4679.65673828125","4679.65673828125","4679.65673828125","949","949","949","4631.359375","4631.359375","4631.359375"
"77905920","952","952","952","4296.955078125","4296.955078125","4296.955078125","952","952","952","4491.98486328125","4491.98486328125","4491.98486328125","952","952","952","4475.21533203125","4475.21533203125","4475.21533203125","952","952","952","4687.02685546875","4687.02685546875","4687.02685546875","952","952","952","4625.3984375","4625.3984375","4625.3984375"
"78151680","955","955","955","4286.4306640625","4286.4306640625","4286.4306640625","955","955","955","4491.1591796875","4491.1591796875","4491.1591796875","955","955","955","4495.09912109375","4495.09912109375","4495.09912109375","955","955","955","4692.1025390625","4692.1025390625","4692.1025390625","955","955","955","4597.1259765625","4597.1259765625","4597.1259765625"
"78397440","958","958","958","4329.6806640625","4329.6806640625","4329.6806640625","958","958","958","4492.31591796875","4492.31591796875","4492.31591796875","958","958","958","4490.7294921875","4490.7294921875","4490.7294921875","958","958","958","4701.78759765625","4701.78759765625","4701.78759765625","958","958","958","4609.52099609375","4609.52099609375","4609.52099609375"
"78643200","961","961","961","4350.87353515625","4350.87353515625","4350.87353515625","961","961","961","4486.56005859375","4486.56005859375","4486.56005859375","961","961","961","4467.95458984375","4467.95458984375","4467.95458984375","961","961","961","4712.94287109375","4712.94287109375","4712.94287109375","961","961","961","4602.2802734375","4602.2802734375","4602.2802734375"
"78888960","964","964","964","4349.6416015625","4349.6416015625","4349.6416015625","964","964","964","4484.4619140625","4484.4619140625","4484.4619140625","964","964","964","4486.1201171875","4486.1201171875","4486.1201171875","964","964","964","4720.76611328125","4720.76611328125","4720.76611328125","964","964","964","4604.3359375","4604.3359375","4604.3359375"
"79134720","967","967","967","4324.45263671875","4324.45263671875","4324.45263671875","967","967","967","4451.7197265625","4451.7197265625","4451.7197265625","967","967","967","4492.57421875","4492.57421875","4492.57421875","967","967","967","4725.0263671875","4725.0263671875","4725.0263671875","967","967","967","4584.96533203125","4584.96533203125","4584.96533203125"
"79380480","970","970","970","4338.23046875","4338.23046875","4338.23046875","970","970","970","4468.9462890625","4468.9462890625","4468.9462890625","970","970","970","4494.2587890625","4494.2587890625","4494.2587890625","970","970","970","4728.22412109375","4728.22412109375","4728.22412109375","970","970","970","4588.41259765625","4588.41259765625","4588.41259765625"
"79626240","973","973","973","4351.505859375","4351.505859375","4351.505859375","973","973","973","4445.9921875","4445.9921875","4445.9921875","973","973","973","4495.06884765625","4495.06884765625","4495.06884765625","973","973","973","4735.61669921875","4735.61669921875","4735.61669921875","973","973","973","4590.8271484375","4590.8271484375","4590.8271484375"
"79872000","976","976","976","4262.5400390625","4262.5400390625","4262.5400390625","976","976","976","4435.19580078125","4435.19580078125","4435.19580078125","976","976","976","4469.462890625","4469.462890625","4469.462890625","976","976","976","4746.75439453125","4746.75439453125","4746.75439453125","976","976","976","4507.09521484375","4507.09521484375","4507.09521484375"
"80117760","979","979","979","4331.61669921875","4331.61669921875","4331.61669921875","979","979","979","4455.8212890625","4455.8212890625","4455.8212890625","979","979","979","4464.25927734375","4464.25927734375","4464.25927734375","979","979","979","4750.55908203125","4750.55908203125","4750.55908203125","979","979","979","4582.22607421875","4582.22607421875","4582.22607421875"
"80363520","982","982","982","4337.82763671875","4337.82763671875","4337.82763671875","982","982","982","4469.01513671875","4469.01513671875","4469.01513671875","982","982","982","4469.591796875","4469.591796875","4469.591796875","982","982","982","4717.83740234375","4717.83740234375","4717.83740234375","982","982","982","4594.7568359375","4594.7568359375","4594.7568359375"
"80609280","985","985","985","4315.85400390625","4315.85400390625","4315.85400390625","985","985","985","4476.59375","4476.59375","4476.59375","985","985","985","4477.33740234375","4477.33740234375","4477.33740234375","985","985","985","4743.8505859375","4743.8505859375","4743.8505859375","985","985","985","4593.5595703125","4593.5595703125","4593.5595703125"
"80855040","988","988","988","4342.8388671875","4342.8388671875","4342.8388671875","988","988","988","4478.04833984375","4478.04833984375","4478.04833984375","988","988","988","4476.68359375","4476.68359375","4476.68359375","988","988","988","4750.3154296875","4750.3154296875","4750.3154296875","988","988","988","4585.43603515625","4585.43603515625","4585.43603515625"
"81100800","991","991","991","4370.78076171875","4370.78076171875","4370.78076171875","991","991","991","4472.78173828125","4472.78173828125","4472.78173828125","991","991","991","4482.275390625","4482.275390625","4482.275390625","991","991","991","4735.75537109375","4735.75537109375","4735.75537109375","991","991","991","4554.244140625","4554.244140625","4554.244140625"
"81346560","994","994","994","4374.3564453125","4374.3564453125","4374.3564453125","994","994","994","4463.1728515625","4463.1728515625","4463.1728515625","994","994","994","4471.60498046875","4471.60498046875","4471.60498046875","994","994","994","4757.28173828125","4757.28173828125","4757.28173828125","994","994","994","4586.20166015625","4586.20166015625","4586.20166015625"
"81592320","997","997","997","4379.33740234375","4379.33740234375","4379.33740234375","997","997","997","4447.484375","4447.484375","4447.484375","997","997","997","4476.6572265625","4476.6572265625","4476.6572265625","997","997","997","4758.6689453125","4758.6689453125","4758.6689453125","997","997","997","4606.14697265625","4606.14697265625","4606.14697265625"
"81838080","1000","1000","1000","4368.80810546875","4368.80810546875","4368.80810546875","1000","1000","1000","4433.736328125","4433.736328125","4433.736328125","1000","1000","1000","4452.78466796875","4452.78466796875","4452.78466796875","1000","1000","1000","4726.3154296875","4726.3154296875","4726.3154296875","1000","1000","1000","4585.0263671875","4585.0263671875","4585.0263671875"
"82083840","1003","1003","1003","4369.70849609375","4369.70849609375","4369.70849609375","1003","1003","1003","4426.81689453125","4426.81689453125","4426.81689453125","1003","1003","1003","4450.83447265625","4450.83447265625","4450.83447265625","1003","1003","1003","4774.3173828125","4774.3173828125","4774.3173828125","1003","1003","1003","4577.19775390625","4577.19775390625","4577.19775390625"
"82329600","1006","1006","1006","4348.28369140625","4348.28369140625","4348.28369140625","1006","1006","1006","4379.0556640625","4379.0556640625","4379.0556640625","1006","1006","1006","4425.1572265625","4425.1572265625","4425.1572265625","1006","1006","1006","4777.150390625","4777.150390625","4777.150390625","1006","1006","1006","4567.298828125","4567.298828125","4567.298828125"
"82575360","1009","1009","1009","4367.3564453125","4367.3564453125","4367.3564453125","1009","1009","1009","4411.81103515625","4411.81103515625","4411.81103515625","1009","1009","1009","4475.96142578125","4475.96142578125","4475.96142578125","1009","1009","1009","4776.2568359375","4776.2568359375","4776.2568359375","1009","1009","1009","4609.94091796875","4609.94091796875","4609.94091796875"
"82821120","1012","1012","1012","4371.0107421875","4371.0107421875","4371.0107421875","1012","1012","1012","4379.921875","4379.921875","4379.921875","1012","1012","1012","4479.41259765625","4479.41259765625","4479.41259765625","1012","1012","1012","4775.619140625","4775.619140625","4775.619140625","1012","1012","1012","4624.146484375","4624.146484375","4624.146484375"
"83066880","1015","1015","1015","4366.837890625","4366.837890625","4366.837890625","1015","1015","1015","4392.27197265625","4392.27197265625","4392.27197265625","1015","1015","1015","4479.853515625","4479.853515625","4479.853515625","1015","1015","1015","4770.33349609375","4770.33349609375","4770.33349609375","1015","1015","1015","4615.26513671875","4615.26513671875","4615.26513671875"
"83312640","1018","1018","1018","4373.1728515625","4373.1728515625","4373.1728515625","1018","1018","1018","4354.8154296875","4354.8154296875","4354.8154296875","1018","1018","1018","4475.76220703125","4475.76220703125","4475.76220703125","1018","1018","1018","4766.2763671875","4766.2763671875","4766.2763671875","1018","1018","1018","4641.3935546875","4641.3935546875","4641.3935546875"
