"global_step","honest-sweep-20 - _step","honest-sweep-20 - _step__MIN","honest-sweep-20 - _step__MAX","honest-sweep-20 - rewards/step","honest-sweep-20 - rewards/step__MIN","honest-sweep-20 - rewards/step__MAX","upbeat-sweep-19 - _step","upbeat-sweep-19 - _step__MIN","upbeat-sweep-19 - _step__MAX","upbeat-sweep-19 - rewards/step","upbeat-sweep-19 - rewards/step__MIN","upbeat-sweep-19 - rewards/step__MAX","easy-sweep-13 - _step","easy-sweep-13 - _step__MIN","easy-sweep-13 - _step__MAX","easy-sweep-13 - rewards/step","easy-sweep-13 - rewards/step__MIN","easy-sweep-13 - rewards/step__MAX","helpful-sweep-9 - _step","helpful-sweep-9 - _step__MIN","helpful-sweep-9 - _step__MAX","helpful-sweep-9 - rewards/step","helpful-sweep-9 - rewards/step__MIN","helpful-sweep-9 - rewards/step__MAX","serene-sweep-7 - _step","serene-sweep-7 - _step__MIN","serene-sweep-7 - _step__MAX","serene-sweep-7 - rewards/step","serene-sweep-7 - rewards/step__MIN","serene-sweep-7 - rewards/step__MAX"
"113295360","1384","1384","1384","4447.90478515625","4447.90478515625","4447.90478515625","1384","1384","1384","4528.87939453125","4528.87939453125","4528.87939453125","1384","1384","1384","4484.49609375","4484.49609375","4484.49609375","1384","1384","1384","4781.71484375","4781.71484375","4781.71484375","1384","1384","1384","4662.45263671875","4662.45263671875","4662.45263671875"
"113541120","1387","1387","1387","4450.21826171875","4450.21826171875","4450.21826171875","1387","1387","1387","4523.52587890625","4523.52587890625","4523.52587890625","1387","1387","1387","4445.0888671875","4445.0888671875","4445.0888671875","1387","1387","1387","4744.41259765625","4744.41259765625","4744.41259765625","1387","1387","1387","4666.544921875","4666.544921875","4666.544921875"
"113786880","1390","1390","1390","4433.9833984375","4433.9833984375","4433.9833984375","1390","1390","1390","4520.91259765625","4520.91259765625","4520.91259765625","1390","1390","1390","4461.10009765625","4461.10009765625","4461.10009765625","1390","1390","1390","4742.73486328125","4742.73486328125","4742.73486328125","1390","1390","1390","4629.73291015625","4629.73291015625","4629.73291015625"
"114032640","1393","1393","1393","4431.4091796875","4431.4091796875","4431.4091796875","1393","1393","1393","4520.95556640625","4520.95556640625","4520.95556640625","1393","1393","1393","4475.1162109375","4475.1162109375","4475.1162109375","1393","1393","1393","4767.796875","4767.796875","4767.796875","1393","1393","1393","4586.19970703125","4586.19970703125","4586.19970703125"
"114278400","1396","1396","1396","4429.083984375","4429.083984375","4429.083984375","1396","1396","1396","4520.3203125","4520.3203125","4520.3203125","1396","1396","1396","4472.388671875","4472.388671875","4472.388671875","1396","1396","1396","4699.29736328125","4699.29736328125","4699.29736328125","1396","1396","1396","4605.83447265625","4605.83447265625","4605.83447265625"
"114524160","1399","1399","1399","4429.830078125","4429.830078125","4429.830078125","1399","1399","1399","4528.9091796875","4528.9091796875","4528.9091796875","1399","1399","1399","4472.85107421875","4472.85107421875","4472.85107421875","1399","1399","1399","4738.94677734375","4738.94677734375","4738.94677734375","1399","1399","1399","4622.78857421875","4622.78857421875","4622.78857421875"
"114769920","1402","1402","1402","4440.41357421875","4440.41357421875","4440.41357421875","1402","1402","1402","4539.20068359375","4539.20068359375","4539.20068359375","1402","1402","1402","4475.99462890625","4475.99462890625","4475.99462890625","1402","1402","1402","4733.2998046875","4733.2998046875","4733.2998046875","1402","1402","1402","4681.47705078125","4681.47705078125","4681.47705078125"
"115015680","1405","1405","1405","4420.20068359375","4420.20068359375","4420.20068359375","1405","1405","1405","4548.58447265625","4548.58447265625","4548.58447265625","1405","1405","1405","4473.6455078125","4473.6455078125","4473.6455078125","1405","1405","1405","4752.70263671875","4752.70263671875","4752.70263671875","1405","1405","1405","4642.0107421875","4642.0107421875","4642.0107421875"
"115261440","1408","1408","1408","4418.90087890625","4418.90087890625","4418.90087890625","1408","1408","1408","4550.38330078125","4550.38330078125","4550.38330078125","1408","1408","1408","4462.080078125","4462.080078125","4462.080078125","1408","1408","1408","4781.78271484375","4781.78271484375","4781.78271484375","1408","1408","1408","4649.4853515625","4649.4853515625","4649.4853515625"
"115507200","1411","1411","1411","4416.27880859375","4416.27880859375","4416.27880859375","1411","1411","1411","4556.24072265625","4556.24072265625","4556.24072265625","1411","1411","1411","4464.58935546875","4464.58935546875","4464.58935546875","1411","1411","1411","4766.267578125","4766.267578125","4766.267578125","1411","1411","1411","4674.28857421875","4674.28857421875","4674.28857421875"
"115752960","1414","1414","1414","4383.3935546875","4383.3935546875","4383.3935546875","1414","1414","1414","4554.080078125","4554.080078125","4554.080078125","1414","1414","1414","4465.54541015625","4465.54541015625","4465.54541015625","1414","1414","1414","4780.84765625","4780.84765625","4780.84765625","1414","1414","1414","4675.85693359375","4675.85693359375","4675.85693359375"
"115998720","1417","1417","1417","4404.37939453125","4404.37939453125","4404.37939453125","1417","1417","1417","4550.02294921875","4550.02294921875","4550.02294921875","1417","1417","1417","4464.5400390625","4464.5400390625","4464.5400390625","1417","1417","1417","4775.4609375","4775.4609375","4775.4609375","1417","1417","1417","4658.02490234375","4658.02490234375","4658.02490234375"
"116244480","1420","1420","1420","4410.94140625","4410.94140625","4410.94140625","1420","1420","1420","4553.41943359375","4553.41943359375","4553.41943359375","1420","1420","1420","4464.99072265625","4464.99072265625","4464.99072265625","1420","1420","1420","4745.5234375","4745.5234375","4745.5234375","1420","1420","1420","4697.53076171875","4697.53076171875","4697.53076171875"
"116490240","1423","1423","1423","4407.07861328125","4407.07861328125","4407.07861328125","1423","1423","1423","4556.50390625","4556.50390625","4556.50390625","1423","1423","1423","4465.3359375","4465.3359375","4465.3359375","1423","1423","1423","4748.951171875","4748.951171875","4748.951171875","1423","1423","1423","4683.85546875","4683.85546875","4683.85546875"
"116736000","1426","1426","1426","4405.625","4405.625","4405.625","1426","1426","1426","4560.44873046875","4560.44873046875","4560.44873046875","1426","1426","1426","4470.3095703125","4470.3095703125","4470.3095703125","1426","1426","1426","4761.453125","4761.453125","4761.453125","1426","1426","1426","4697.74853515625","4697.74853515625","4697.74853515625"
"116981760","1429","1429","1429","4327.59619140625","4327.59619140625","4327.59619140625","1429","1429","1429","4560.67138671875","4560.67138671875","4560.67138671875","1429","1429","1429","4475.9599609375","4475.9599609375","4475.9599609375","1429","1429","1429","4769.78955078125","4769.78955078125","4769.78955078125","1429","1429","1429","4693.3193359375","4693.3193359375","4693.3193359375"
"117227520","1432","1432","1432","3967.1474609375","3967.1474609375","3967.1474609375","1432","1432","1432","4560.47412109375","4560.47412109375","4560.47412109375","1432","1432","1432","4479.9716796875","4479.9716796875","4479.9716796875","1432","1432","1432","4755.158203125","4755.158203125","4755.158203125","1432","1432","1432","4638.3515625","4638.3515625","4638.3515625"
"117473280","1435","1435","1435","4224.9052734375","4224.9052734375","4224.9052734375","1435","1435","1435","4556.62841796875","4556.62841796875","4556.62841796875","1435","1435","1435","4461.3779296875","4461.3779296875","4461.3779296875","1435","1435","1435","4759.91650390625","4759.91650390625","4759.91650390625","1435","1435","1435","4674.3134765625","4674.3134765625","4674.3134765625"
"117719040","1438","1438","1438","4334.71435546875","4334.71435546875","4334.71435546875","1438","1438","1438","4555.1728515625","4555.1728515625","4555.1728515625","1438","1438","1438","4478.8359375","4478.8359375","4478.8359375","1438","1438","1438","4783.66748046875","4783.66748046875","4783.66748046875","1438","1438","1438","4711.6845703125","4711.6845703125","4711.6845703125"
"117964800","1441","1441","1441","4308.70751953125","4308.70751953125","4308.70751953125","1441","1441","1441","4557.5810546875","4557.5810546875","4557.5810546875","1441","1441","1441","4479.22998046875","4479.22998046875","4479.22998046875","1441","1441","1441","4783.515625","4783.515625","4783.515625","1441","1441","1441","4708.52392578125","4708.52392578125","4708.52392578125"
"118210560","1444","1444","1444","4390.990234375","4390.990234375","4390.990234375","1444","1444","1444","4556.3486328125","4556.3486328125","4556.3486328125","1444","1444","1444","4477.248046875","4477.248046875","4477.248046875","1444","1444","1444","4783.53759765625","4783.53759765625","4783.53759765625","1444","1444","1444","4714.27392578125","4714.27392578125","4714.27392578125"
"118456320","1447","1447","1447","4422.46533203125","4422.46533203125","4422.46533203125","1447","1447","1447","4558.26220703125","4558.26220703125","4558.26220703125","1447","1447","1447","4479.4931640625","4479.4931640625","4479.4931640625","1447","1447","1447","4782.49072265625","4782.49072265625","4782.49072265625","1447","1447","1447","4720.92578125","4720.92578125","4720.92578125"
"118702080","1450","1450","1450","4435.67431640625","4435.67431640625","4435.67431640625","1450","1450","1450","4555.59326171875","4555.59326171875","4555.59326171875","1450","1450","1450","4483.60595703125","4483.60595703125","4483.60595703125","1450","1450","1450","4783.00146484375","4783.00146484375","4783.00146484375","1450","1450","1450","4722.46728515625","4722.46728515625","4722.46728515625"
"118947840","1453","1453","1453","4429.76953125","4429.76953125","4429.76953125","1453","1453","1453","4556.08251953125","4556.08251953125","4556.08251953125","1453","1453","1453","4491.36328125","4491.36328125","4491.36328125","1453","1453","1453","4786.52880859375","4786.52880859375","4786.52880859375","1453","1453","1453","4722.84130859375","4722.84130859375","4722.84130859375"
"119193600","1456","1456","1456","4432.34765625","4432.34765625","4432.34765625","1456","1456","1456","4555.720703125","4555.720703125","4555.720703125","1456","1456","1456","4493.6123046875","4493.6123046875","4493.6123046875","1456","1456","1456","4784.2294921875","4784.2294921875","4784.2294921875","1456","1456","1456","4681.28759765625","4681.28759765625","4681.28759765625"
"119439360","1459","1459","1459","4449.77099609375","4449.77099609375","4449.77099609375","1459","1459","1459","4556.52587890625","4556.52587890625","4556.52587890625","1459","1459","1459","4495.884765625","4495.884765625","4495.884765625","1459","1459","1459","4787.82470703125","4787.82470703125","4787.82470703125","1459","1459","1459","4637.384765625","4637.384765625","4637.384765625"
"119685120","1462","1462","1462","4450.82080078125","4450.82080078125","4450.82080078125","1462","1462","1462","4559.19384765625","4559.19384765625","4559.19384765625","1462","1462","1462","4496.14794921875","4496.14794921875","4496.14794921875","1462","1462","1462","4776.818359375","4776.818359375","4776.818359375","1462","1462","1462","4701.666015625","4701.666015625","4701.666015625"
"119930880","1465","1465","1465","4426.50341796875","4426.50341796875","4426.50341796875","1465","1465","1465","4522.306640625","4522.306640625","4522.306640625","1465","1465","1465","4496.853515625","4496.853515625","4496.853515625","1465","1465","1465","4784.404296875","4784.404296875","4784.404296875","1465","1465","1465","4698.26416015625","4698.26416015625","4698.26416015625"
"120176640","1468","1468","1468","4409.900390625","4409.900390625","4409.900390625","1468","1468","1468","4546.1181640625","4546.1181640625","4546.1181640625","1468","1468","1468","4498.88818359375","4498.88818359375","4498.88818359375","1468","1468","1468","4776.85009765625","4776.85009765625","4776.85009765625","1468","1468","1468","4702.75927734375","4702.75927734375","4702.75927734375"
"120422400","1471","1471","1471","4456.60302734375","4456.60302734375","4456.60302734375","1471","1471","1471","4539.2451171875","4539.2451171875","4539.2451171875","1471","1471","1471","4499.3544921875","4499.3544921875","4499.3544921875","1471","1471","1471","4775.39208984375","4775.39208984375","4775.39208984375","1471","1471","1471","4694.45947265625","4694.45947265625","4694.45947265625"
"120668160","1474","1474","1474","4485.65283203125","4485.65283203125","4485.65283203125","1474","1474","1474","4544.08203125","4544.08203125","4544.08203125","1474","1474","1474","4494.9013671875","4494.9013671875","4494.9013671875","1474","1474","1474","4775.3642578125","4775.3642578125","4775.3642578125","1474","1474","1474","4688.4482421875","4688.4482421875","4688.4482421875"
"120913920","1477","1477","1477","4481.564453125","4481.564453125","4481.564453125","1477","1477","1477","4541.29248046875","4541.29248046875","4541.29248046875","1477","1477","1477","4491.12890625","4491.12890625","4491.12890625","1477","1477","1477","4773.9150390625","4773.9150390625","4773.9150390625","1477","1477","1477","4685.94189453125","4685.94189453125","4685.94189453125"
"121159680","1480","1480","1480","4476.310546875","4476.310546875","4476.310546875","1480","1480","1480","4542.4638671875","4542.4638671875","4542.4638671875","1480","1480","1480","4483.8671875","4483.8671875","4483.8671875","1480","1480","1480","4773.79443359375","4773.79443359375","4773.79443359375","1480","1480","1480","4685.947265625","4685.947265625","4685.947265625"
"121405440","1483","1483","1483","4468.23095703125","4468.23095703125","4468.23095703125","1483","1483","1483","4545.1025390625","4545.1025390625","4545.1025390625","1483","1483","1483","4480.93798828125","4480.93798828125","4480.93798828125","1483","1483","1483","4765.9638671875","4765.9638671875","4765.9638671875","1483","1483","1483","4660.71630859375","4660.71630859375","4660.71630859375"
"121651200","1486","1486","1486","4464.5458984375","4464.5458984375","4464.5458984375","1486","1486","1486","4548.97021484375","4548.97021484375","4548.97021484375","1486","1486","1486","4478.54443359375","4478.54443359375","4478.54443359375","1486","1486","1486","4758.9091796875","4758.9091796875","4758.9091796875","1486","1486","1486","4669.19580078125","4669.19580078125","4669.19580078125"
"121896960","1489","1489","1489","4474.06689453125","4474.06689453125","4474.06689453125","1489","1489","1489","4548.18701171875","4548.18701171875","4548.18701171875","1489","1489","1489","4476.5654296875","4476.5654296875","4476.5654296875","1489","1489","1489","4764.04541015625","4764.04541015625","4764.04541015625","1489","1489","1489","4678.1240234375","4678.1240234375","4678.1240234375"
"122142720","1492","1492","1492","4451.97216796875","4451.97216796875","4451.97216796875","1492","1492","1492","4514.3759765625","4514.3759765625","4514.3759765625","1492","1492","1492","4471.1953125","4471.1953125","4471.1953125","1492","1492","1492","4774.87060546875","4774.87060546875","4774.87060546875","1492","1492","1492","4665.8154296875","4665.8154296875","4665.8154296875"
